Plant code;Primary Plant activity;Audit code;Audit date;Audit nature;Audit schedule type;Non-verified NCs;Non-verified Business Critical NCs;Non-verified Critical NCs;Non-verified Major NCs;Non-verified Minor NCs;Overdue non-verified NCs;Country/Region
XXX1046838;Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations;XXXA600116695;03/12/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;Netherlands
XXX1046838;Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations;XXXA600116695;03/12/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;Netherlands
XXX1046863;Manufacture of other food products n.e.c.;XXXA600143295;11/08/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;United Kingdom
XXX1046864;Manufacture of other food products n.e.c.;XXXA600201486;29/04/2026;Periodic audit;Semi-announced;8;0;1;5;2;0;Turkey
XXX1046872;Manufacture of plastics products;XXXA600181447;11/03/2026;Full initial audit;Semi-announced;4;0;0;2;2;3;United States
XXX1046872;Manufacture of plastics products;XXXA600181447;11/03/2026;Full initial audit;Semi-announced;4;0;0;2;2;3;United States
XXX1046876;Manufacture of other food products n.e.c.;XXXA600112994;02/06/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;United Kingdom
XXX1046922;;;;;;;;;;;;Canada
XXX1046931;Wholesale of food, beverages and tobacco;;;;;;;;;;;New Zealand
XXX1046942;Manufacture of other food products n.e.c.;XXXA600134905;07/07/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;France
XXX1046943;;;;;;;;;;;;France
XXX1046966;;;;;;;;;;;;United Kingdom
XXX1047003;Manufacture of cocoa, chocolate and sugar confectionery;;;;;;;;;;;Belgium
XXX1047027;Processing and preserving of fruit and vegetables;XXXA600121296;24/04/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;Turkey
XXX1047038;Manufacture of other food products n.e.c.;XXXA600182610;08/02/2026;Periodic audit;Semi-announced;6;0;1;5;0;1;France
XXX1047041;;;;;;;;;;;;Brazil
XXX1047050;Manufacture of other articles of paper and paperboard;;;;;;;;;;;Germany
XXX1047120;Wholesale of food, beverages and tobacco;;;;;;;;;;;United Kingdom
XXX1047127;;;;;;;;;;;;United States
XXX1047135;;;;;;;;;;;;China
XXX1047150;Manufacture of other food products n.e.c.;XXXA410300630;20/05/2020;Full initial audit;Announced;5;0;0;2;3;5;Belgium
XXX1047154;;;;;;;;;;;;South Africa
XXX1047155;Printing;XXXA600160751;06/10/2025;Periodic audit;Announced;1;0;0;1;0;1;Brazil
XXX1047161;Manufacture of pharmaceuticals, medicinal chemical and botanical products;;;;;;;;;;;Germany
XXX1047172;Other food service activities;XXXA600188836;22/04/2026;Periodic audit;Semi-announced;6;0;3;1;2;0;Brazil
XXX1047182;Manufacture of pharmaceuticals, medicinal chemical and botanical products;XXXA600082620;11/09/2024;Periodic audit;Semi-announced;0;0;0;0;0;0;Denmark
XXX1047187;;;;;;;;;;;;Colombia
XXX1047201;Manufacture of vegetable and animal oils and fats;XXXA600111395;06/02/2025;Periodic audit;Semi-announced;2;0;1;0;1;2;Malaysia
XXX1047202;Manufacture of plastics products;XXXA131444758;24/10/2016;Full initial audit;Semi-announced;0;0;0;0;0;0;India
XXX1047204;Manufacture of grain mill products;;;;;;;;;;;United States
XXX1047210;Manufacture of sugar;XXXA600093081;09/10/2024;Partial follow-up audit;Announced;0;0;0;0;0;0;Germany
XXX1047226;Manufacture of sugar;XXXA600186038;12/02/2026;Periodic audit;Announced;0;0;0;0;0;0;Poland
XXX1047242;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600157733;23/09/2025;Periodic audit;Announced;1;0;0;1;0;1;United States
XXX1047260;;;;;;;;;;;;China
XXX1047284;Wholesale of food, beverages and tobacco;;;;;;;;;;;United States
XXX1047288;Manufacture of tanks, reservoirs and containers of metal;XXXA600158089;24/09/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;Indonesia
XXX1047309;Service activities related to printing;XXXA600182125;11/02/2026;Periodic audit;Semi-announced;1;0;0;1;0;1;Mexico
XXX1047319;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;United Kingdom
XXX1047327;Manufacture of plastics products;XXXA600169763;03/02/2026;Periodic audit;Announced;6;0;0;3;3;4;United States
XXX1047336;Manufacture of sugar;XXXA600086868;17/12/2024;Periodic audit;Semi-announced;0;0;0;0;0;0;Spain
XXX1047337;Warehousing and storage;XXXA600176654;18/03/2026;Periodic audit;Semi-announced;3;0;0;2;1;2;Brazil
XXX1047342;Technical testing and analysis;;;;;;;;;;;United States
XXX1047342;Technical testing and analysis;;;;;;;;;;;United States
XXX1047349;;;;;;;;;;;;Pakistan
XXX1047358;;;;;;;;;;;;Russian Federation
XXX1047362;;;;;;;;;;;;United Kingdom
XXX1047364;Manufacture of starches and starch products;XXXA600205132;20/05/2026;Full initial audit;Semi-announced;5;0;0;3;2;0;United States
XXX1047376;;;;;;;;;;;;Ecuador
XXX1047388;;;;;;;;;;;;Brazil
XXX1047391;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;France
XXX1047406;;;;;;;;;;;;Greece
XXX1047412;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;United States
XXX1047413;Manufacture of sugar;XXXA600161539;02/12/2025;Periodic audit;Announced;5;0;1;4;0;5;South Africa
XXX1047419;;;;;;;;;;;;China
XXX1047427;Manufacture of plastics products;;;;;;;;;;;Indonesia
XXX1047441;Manufacture of plastics products;;;;;;;;;;;China
XXX1047444;;;;;;;;;;;;China
XXX1047449;;;;;;;;;;;;United States
XXX1047484;Processing and preserving of fruit and vegetables;XXXA600182074;16/02/2026;Periodic audit;Semi-announced;0;0;0;0;0;0;United Kingdom
XXX1047496;Other manufacturing n.e.c.;XXXA402839423;22/11/2017;Full initial audit;Announced;0;0;0;0;0;0;United States
XXX1047546;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600087652;12/09/2024;Periodic audit;Semi-announced;0;0;0;0;0;0;Canada
XXX1047588;Manufacture of other food products n.e.c.;XXXA600174488;12/12/2025;Periodic audit;Semi-announced;2;0;0;2;0;2;Argentina
XXX1047592;;;;;;;;;;;;United States
XXX1047608;;;;;;;;;;;;Canada
XXX1047630;Wholesale of food, beverages and tobacco;;;;;;;;;;;France
XXX1047633;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600162605;10/11/2025;Periodic audit;Semi-announced;12;0;2;8;2;12;Mexico
XXX1047640;Manufacture of starches and starch products;XXXA405082543;19/03/2018;Full initial audit;Announced;0;0;0;0;0;0;Australia
XXX1047644;Manufacture of vegetable and animal oils and fats;XXXA600080081;05/08/2024;Full initial audit;Semi-announced;1;0;0;0;1;0;Poland
XXX1047646;Processing and preserving of fruit and vegetables;XXXA600184707;05/02/2026;Full initial audit;Announced;0;0;0;0;0;0;China
XXX1047661;Manufacture of plastics products;;;;;;;;;;;Canada
XXX1047675;Printing;XXXA600123363;10/12/2025;Periodic audit;Announced;5;0;0;4;1;5;Belgium
XXX1047700;;;;;;;;;;;;Germany
XXX1047714;Manufacture of basic chemicals;XXXA423838972;17/05/2023;Periodic audit;Announced;0;0;0;0;0;0;France
XXX1047732;Manufacture of other articles of paper and paperboard;;;;;;;;;;;Russian Federation
XXX1047742;Manufacture of starches and starch products;XXXA600097043;01/11/2024;Periodic audit;Semi-announced;0;0;0;0;0;0;Thailand
XXX1047743;Manufacture of other food products n.e.c.;XXXA600161730;17/11/2025;Periodic audit;Semi-announced;1;0;0;0;1;1;Malaysia
XXX1047771;Manufacture of plastics and synthetic rubber in primary forms;XXXA600162791;17/04/2026;Partial follow-up audit;Announced;2;0;1;0;1;0;United Kingdom
XXX1047782;Manufacture of grain mill products;XXXA600082086;14/08/2024;Partial follow-up audit;Announced;0;0;0;0;0;0;Malaysia
XXX1047795;;;;;;;;;;;;Czech Republic
XXX1047797;;;;;;;;;;;;China
XXX1047798;;;;;;;;;;;;Belgium
XXX1047827;;;;;;;;;;;;China
XXX1047828;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600137669;17/06/2025;Periodic audit;Announced;0;0;0;0;0;0;Argentina
XXX1047831;;;;;;;;;;;;Argentina
XXX1047838;Manufacture of other food products n.e.c.;XXXA600036558;04/12/2023;Periodic audit;Announced;0;0;0;0;0;0;Spain
XXX1047840;Manufacture of plastics and synthetic rubber in primary forms;XXXA600181274;17/02/2026;Full initial audit;Announced;0;0;0;0;0;0;Hungary
XXX1047843;Manufacture of other food products n.e.c.;;;;;;;;;;;Brazil
XXX1047846;;;;;;;;;;;;Costa Rica
XXX1047873;;;;;;;;;;;;Spain
XXX1047897;;;;;;;;;;;;United Arab Emirates
XXX1047925;Manufacture of plastics products;;;;;;;;;;;Russian Federation
XXX1047982;Manufacture of other food products n.e.c.;;;;;;;;;;;United States
XXX1047987;;;;;;;;;;;;Argentina
XXX1048001;Manufacture of other food products n.e.c.;XXXA600035430;04/12/2023;Full initial audit;Announced;0;0;0;0;0;0;Italy
XXX1048004;Wholesale of food, beverages and tobacco;;;;;;;;;;;Australia
XXX1048006;Manufacture of other articles of paper and paperboard;;;;;;;;;;;Argentina
XXX1048067;Manufacture of other chemical products n.e.c.;XXXA600183517;09/02/2026;Periodic audit;Announced;2;0;0;1;1;2;Brazil
XXX1048073;Manufacture of plastics and synthetic rubber in primary forms;XXXA600172833;10/02/2026;Periodic audit;Semi-announced;1;0;0;1;0;1;United States
XXX1048096;;;;;;;;;;;;Mexico
XXX1048102;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;Australia
XXX1048179;Manufacture of bakery products;XXXA600140131;01/10/2025;Periodic audit;Announced;4;0;0;1;3;4;United States
XXX1048196;Manufacture of grain mill products;;;;;;;;;;;Germany
XXX1048199;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;United States
XXX1048244;Manufacture of other food products n.e.c.;XXXA417115557;03/05/2021;Full initial audit;Unannounced;0;0;0;0;0;0;Greece
XXX1048280;Warehousing and storage;;;;;;;;;;;Ukraine
XXX1048297;Manufacture of other food products n.e.c.;;;;;;;;;;;Turkey
XXX1048305;;;;;;;;;;;;Mexico
XXX1048315;Manufacture of basic chemicals;;;;;;;;;;;South Africa
XXX1048317;;;;;;;;;;;;Brazil
XXX1048338;;;;;;;;;;;;Mexico
XXX1048505;Manufacture of grain mill products;;;;;;;;;;;Hungary
XXX1048557;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600057569;16/04/2024;Periodic audit;Semi-announced;0;0;0;0;0;0;Spain
XXX1048586;Manufacture of dairy products;XXXA600024102;18/09/2023;Periodic audit;Semi-announced;0;0;0;0;0;0;New Zealand
XXX1048738;Manufacture of plastics products;;;;;;;;;;;Poland
XXX1048789;;;;;;;;;;;;United States
XXX1048866;Activities of head offices;;;;;;;;;;;France
XXX1048870;Other specialized construction activities;;;;;;;;;;;Germany
XXX1048879;Manufacture of dairy products;XXXA403153916;12/12/2017;Full initial audit;Announced;0;0;0;0;0;0;Ireland, Republic of
XXX1048891;;;;;;;;;;;;Australia
XXX1048923;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600111263;20/02/2025;Full initial audit;Announced;2;0;0;2;0;2;Germany
XXX1048958;Manufacture of grain mill products;XXXA600163084;17/11/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;South Africa
XXX1049008;;;;;;;;;;;;Czech Republic
XXX1049094;;;;;;;;;;;;Spain
XXX1049218;Manufacture of sugar;XXXA1141544;16/10/2015;Full initial audit;Announced;0;0;0;0;0;0;China
XXX1049280;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600136775;11/06/2025;Periodic audit;Announced;0;0;0;0;0;0;Malaysia
XXX1049280;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600136775;11/06/2025;Periodic audit;Announced;0;0;0;0;0;0;Malaysia
XXX1049282;;;;;;;;;;;;South Africa
XXX1049288;Manufacture of starches and starch products;XXXA600062884;24/09/2024;Full initial audit;Semi-announced;0;0;0;0;0;0;France
XXX1049292;Wholesale of agricultural raw materials and live animals;;;;;;;;;;;United States
XXX1049311;Manufacture of plastics products;XXXA600156212;27/10/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;Poland
XXX1049323;Manufacture of dairy products;;;;;;;;;;;Netherlands
XXX1049336;Manufacture of spices, sauces and condiments;;;;;;;;;;;Greece
XXX1049344;Manufacture of other food products n.e.c.;XXXA600153789;01/09/2025;Periodic audit;Unannounced;0;0;0;0;0;0;China
XXX1049349;Manufacture of pharmaceuticals, medicinal chemical and botanical products;XXXA600161217;08/10/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;Mexico
XXX1049386;;;;;;;;;;;;China
XXX1049389;;;;;;;;;;;;Turkey
XXX1049391;;;;;;;;;;;;India
XXX1049419;Manufacture of plastics products;XXXA600180885;19/01/2026;Periodic audit;Semi-announced;4;0;1;3;0;2;Poland
XXX1049437;;;;;;;;;;;;Colombia
XXX1049460;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;Germany
XXX1049472;Manufacture of other chemical products n.e.c.;XXXA600170239;09/02/2026;Periodic audit;Semi-announced;1;0;0;1;0;1;Germany
XXX1049480;"Manufacture of soft drinks; production of mineral waters and other bottled waters";;;;;;;;;;;United Kingdom
XXX1049480;"Manufacture of soft drinks; production of mineral waters and other bottled waters";;;;;;;;;;;United Kingdom
XXX1049505;Manufacture of bakery products;XXXA600184000;02/02/2026;Periodic audit;Semi-announced;0;0;0;0;0;0;Philippines
XXX1049536;Manufacture of other food products n.e.c.;XXXA600105873;21/01/2025;Full initial audit;Announced;3;0;0;3;0;3;United Kingdom
XXX1049564;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA420622128;05/12/2022;Periodic audit;Announced;0;0;0;0;0;0;Argentina
XXX1049591;Manufacture of plastics products;XXXA600040138;18/12/2023;Partial follow-up audit;Announced;0;0;0;0;0;0;India
XXX1049614;Extraction of salt;XXXA600068370;22/04/2025;Periodic audit;Semi-announced;1;0;0;1;0;1;United States
XXX1049617;"Manufacture of soft drinks; production of mineral waters and other bottled waters";;;;;;;;;;;United Kingdom
XXX1049643;Manufacture of spices, sauces and condiments;XXXA600184902;10/02/2026;Periodic audit;Semi-announced;0;0;0;0;0;0;Thailand
XXX1049659;Manufacture of other chemical products n.e.c.;XXXA600115840;12/03/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;United Kingdom
XXX1049664;Manufacture of basic chemicals;XXXA600176679;21/01/2026;Full initial audit;Semi-announced;11;0;0;6;5;10;United Kingdom
XXX1049675;Manufacture of other food products n.e.c.;XXXA417186841;30/11/2021;Full initial audit;Announced;0;0;0;0;0;0;Australia
XXX1049697;Manufacture of spices, sauces and condiments;XXXA600169766;24/11/2025;Full initial audit;Semi-announced;4;0;4;0;0;4;Turkey
XXX1049702;Manufacture of sugar;;;;;;;;;;;Brazil
XXX1049754;;;;;;;;;;;;Brazil
XXX1049776;Manufacture of vegetable and animal oils and fats;XXXA600111812;05/03/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;Netherlands
XXX1049779;Other processing and preserving of meat;XXXA600032281;11/12/2023;Partial follow-up audit;Announced;0;0;0;0;0;0;Brazil
XXX1049780;Manufacture of other food products n.e.c.;XXXA600100210;02/12/2024;Periodic audit;Semi-announced;0;0;0;0;0;0;Germany
XXX1049789;Manufacture of bakery products;XXXA600099996;18/11/2024;Full initial audit;Semi-announced;0;0;0;0;0;0;United Kingdom
XXX1049794;Manufacture of other non-metallic mineral products n.e.c.;XXXA600130524;14/07/2025;Full initial audit;Announced;2;0;0;2;0;2;United States
XXX1049794;Manufacture of other non-metallic mineral products n.e.c.;XXXA600130524;14/07/2025;Full initial audit;Announced;2;0;0;2;0;2;United States
XXX1049836;;;;;;;;;;;;India
XXX1049883;Printing;XXXA600173081;17/12/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;South Africa
XXX1049906;Reproduction of recorded media;;;;;;;;;;;France
XXX1049914;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;Poland
XXX1049931;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600170289;10/12/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;Germany
XXX1049948;;;;;;;;;;;;Ghana
XXX1049949;Manufacture of other food products n.e.c.;XXXA424238569;13/06/2023;Periodic audit;Announced;0;0;0;0;0;0;Netherlands
XXX1049954;Other manufacturing n.e.c.;XXXA600085436;04/09/2024;Periodic audit;Announced;6;0;1;4;1;6;Brazil
XXX1049974;Manufacture of dairy products;XXXA420276263;06/10/2022;Periodic audit;Announced;0;0;0;0;0;0;New Zealand
XXX1049974;Manufacture of dairy products;XXXA420276263;06/10/2022;Periodic audit;Announced;0;0;0;0;0;0;New Zealand
XXX1049982;;;;;;;;;;;;China
XXX1050028;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600174328;12/12/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;Turkey
XXX1050035;Manufacture of sugar;XXXA600162815;24/10/2025;Partial follow-up audit;Announced;2;0;1;1;0;2;Indonesia
XXX1050042;Manufacture of other food products n.e.c.;XXXA600183062;28/01/2026;Periodic audit;Announced;5;0;0;2;3;5;Colombia
XXX1050059;;;;;;;;;;;;Belarus
XXX1050064;Manufacture of other food products n.e.c.;XXXA600160724;17/11/2025;Full initial audit;Announced;11;0;1;7;3;11;Germany
XXX1050071;Manufacture of other chemical products n.e.c.;XXXA600149912;07/08/2025;Periodic audit;Announced;0;0;0;0;0;0;India
XXX1050081;Manufacture of dairy products;XXXA600155269;13/01/2026;Full initial audit;Announced;1;0;0;1;0;1;Netherlands
XXX1050081;Manufacture of dairy products;XXXA600155269;13/01/2026;Full initial audit;Announced;1;0;0;1;0;1;Netherlands
XXX1050107;Manufacture of other food products n.e.c.;XXXA600185447;10/02/2026;Periodic audit;Semi-announced;9;0;2;3;4;9;Brazil
XXX1050114;Manufacture of dairy products;;;;;;;;;;;United States
XXX1050116;Manufacture of dairy products;XXXA423820849;02/05/2023;Full initial audit;Announced;0;0;0;0;0;0;United States
XXX1050184;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600168054;12/11/2025;Periodic audit;Semi-announced;2;0;0;2;0;2;Kenya
XXX1050187;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600112495;06/02/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;Indonesia
XXX1050202;Manufacture of dairy products;XXXA600128035;21/05/2025;Full initial audit;Semi-announced;1;0;0;1;0;1;United States
XXX1050305;Manufacture of plastics and synthetic rubber in primary forms;XXXA600042128;16/01/2024;Periodic audit;Semi-announced;3;0;0;3;0;3;United States
XXX1050312;Manufacture of vegetable and animal oils and fats;XXXA600169804;19/11/2025;Partial follow-up audit;Semi-announced;1;0;1;0;0;1;Malaysia
XXX1050321;;;;;;;;;;;;France
XXX1050329;Manufacture of other food products n.e.c.;XXXA422071418;10/01/2023;Partial follow-up audit;Announced;0;0;0;0;0;0;Germany
XXX1050335;;;;;;;;;;;;Russian Federation
XXX1050340;;;;;;;;;;;;United States
XXX1050389;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;United States
XXX1050392;Manufacture of other food products n.e.c.;;;;;;;;;;;Italy
XXX1050471;;;;;;;;;;;;Russian Federation
XXX1050499;Combined office administrative service activities;;;;;;;;;;;Canada
XXX1050505;;;;;;;;;;;;Brazil
